Things to Do in Denver When You're Dead (1995);http://www.imdb.com/title/tt0114660/
Antonia's Line (Antonia) (1995);http://www.imdb.com/title/tt0112379/
Once Upon a Time... When We Were Colored (1995);http://www.imdb.com/title/tt0114039/
Angels and Insects (1995);http://www.imdb.com/title/tt0112365/
White Squall (1996);http://www.imdb.com/title/tt0118158/
Dunston Checks In (1996);http://www.imdb.com/title/tt0116151/
Black Sheep (1996);http://www.imdb.com/title/tt0115697/
Nick of Time (1995);http://www.imdb.com/title/tt0113972/
Mary Reilly (1996);http://www.imdb.com/title/tt0117002/
Vampire in Brooklyn (1995);http://www.imdb.com/title/tt0114825/
Beautiful Girls (1996);http://www.imdb.com/title/tt0115639/
Broken Arrow (1996);http://www.imdb.com/title/tt0115759/
In the Bleak Midwinter (1995);http://www.imdb.com/title/tt1951951/
Hate (Haine, La) (1995);http://www.imdb.com/title/tt0113247/
Heidi Fleiss: Hollywood Madam (1995);http://www.imdb.com/title/tt0113283/
City Hall (1996);http://www.imdb.com/title/tt0115907/
Bottle Rocket (1996);http://www.imdb.com/title/tt0115734/
Mr. Wrong (1996);http://www.imdb.com/title/tt0117102/
Unforgettable (1996);http://www.imdb.com/title/tt0118040/
Happy Gilmore (1996);http://www.imdb.com/title/tt0116483/
Bridges of Madison County, The (1995);http://www.imdb.com/title/tt0112579/
Nobody Loves Me (Keiner liebt mich) (1994);http://www.imdb.com/title/tt0110251/
Muppet Treasure Island (1996);http://www.imdb.com/title/tt0117110/
Braveheart (1995);http://www.imdb.com/title/tt0112573/
Taxi Driver (1976);http://www.imdb.com/title/tt0075314/
Before and After (1996);http://www.imdb.com/title/tt0115645/
Anne Frank Remembered (1995);http://www.imdb.com/title/tt0112373/
Young Poisoner's Handbook, The (1995);http://www.imdb.com/title/tt0115033/
If Lucy Fell (1996);http://www.imdb.com/title/tt0116606/
Steal Big, Steal Little (1995);http://www.imdb.com/title/tt0114536/
Boys of St. Vincent, The (1992);http://www.imdb.com/title/tt0106473/
Boomerang (1992);http://www.imdb.com/title/tt0103859/
Chungking Express (Chung Hing sam lam) (1994);http://www.imdb.com/title/tt0109424/
Flirting With Disaster (1996);http://www.imdb.com/title/tt0116324/
NeverEnding Story III, The (1994);http://www.imdb.com/title/tt0110647/
Jupiter's Wife (1994);http://www.imdb.com/title/tt0110217/
Pie in the Sky (1996);http://www.imdb.com/title/tt0674777/
Jade (1995);http://www.imdb.com/title/tt0113451/
Down Periscope (1996);http://www.imdb.com/title/tt0116130/
Man of the Year (1995);http://www.imdb.com/title/tt0113756/
Up Close and Personal (1996);http://www.imdb.com/title/tt2861182/
Birdcage, The (1996);http://www.imdb.com/title/tt0115685/
Brothers McMullen, The (1995);http://www.imdb.com/title/tt6155832/
Bad Boys (1995);http://www.imdb.com/title/tt0112442/
Amazing Panda Adventure, The (1995);http://www.imdb.com/title/tt0112342/
Basketball Diaries, The (1995);http://www.imdb.com/title/tt0112461/
Awfully Big Adventure, An (1995);http://www.imdb.com/title/tt0112427/
Amateur (1994);http://www.imdb.com/title/tt0109093/
Apollo 13 (1995);http://www.imdb.com/title/tt0112384/
Rob Roy (1995);http://www.imdb.com/title/tt0114287/
Addiction, The (1995);http://www.imdb.com/title/tt9239510/
Batman Forever (1995);http://www.imdb.com/title/tt0112462/
Beauty of the Day (Belle de jour) (1967);http://www.imdb.com/title/tt0061395/
Beyond Rangoon (1995);http://www.imdb.com/title/tt0112495/
Blue in the Face (1995);http://www.imdb.com/title/tt0112541/
Canadian Bacon (1995);http://www.imdb.com/title/tt0109370/
Casper (1995);http://www.imdb.com/title/tt0112642/
Clockers (1995);http://www.imdb.com/title/tt0112688/
Congo (1995);http://www.imdb.com/title/tt0112715/
Crimson Tide (1995);http://www.imdb.com/title/tt0112740/
Crumb (1994);http://www.imdb.com/title/tt0109508/
Desperado (1995);http://www.imdb.com/title/tt0112851/
Devil in a Blue Dress (1995);http://www.imdb.com/title/tt0112857/
Die Hard: With a Vengeance (1995);http://www.imdb.com/title/tt0112864/
Doom Generation, The (1995);http://www.imdb.com/title/tt0112887/
First Knight (1995);http://www.imdb.com/title/tt0113071/
Free Willy 2: The Adventure Home (1995);http://www.imdb.com/title/tt0113114/
Hackers (1995);http://www.imdb.com/title/tt0113243/
Jeffrey (1995);http://www.imdb.com/title/tt0113464/
Johnny Mnemonic (1995);http://www.imdb.com/title/tt0113481/
Judge Dredd (1995);http://www.imdb.com/title/tt0113492/
Jury Duty (1995);http://www.imdb.com/title/tt0113500/
Kids (1995);http://www.imdb.com/title/tt0113540/
Living in Oblivion (1995);http://www.imdb.com/title/tt0113677/
Lord of Illusions (1995);http://www.imdb.com/title/tt0113690/
Love & Human Remains (1993);http://www.imdb.com/title/tt0107447/
Mad Love (1995);http://www.imdb.com/title/tt0113729/
Mallrats (1995);http://www.imdb.com/title/tt0113749/
Mighty Morphin Power Rangers: The Movie (1995);http://www.imdb.com/title/tt0113820/
Mute Witness (1994);http://www.imdb.com/title/tt0110604/
Nadja (1994);http://www.imdb.com/title/tt0110620/
Net, The (1995);http://www.imdb.com/title/tt0113957/
Nine Months (1995);http://www.imdb.com/title/tt0113986/
Party Girl (1995);http://www.imdb.com/title/tt0114095/
Prophecy, The (1995);http://www.imdb.com/title/tt15227412/
Reckless (1995);http://www.imdb.com/title/tt0114241/
Safe (1995);http://www.imdb.com/title/tt0114323/
Scarlet Letter, The (1995);http://www.imdb.com/title/tt4368688/
Showgirls (1995);http://www.imdb.com/title/tt0114436/
Smoke (1995);http://www.imdb.com/title/tt0114478/
Something to Talk About (1995);http://www.imdb.com/title/tt0114496/
Species (1995);http://www.imdb.com/title/tt0114508/
Strange Days (1995);http://www.imdb.com/title/tt0114558/
Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964);http://www.imdb.com/title/tt0058450/
Three Wishes (1995);http://www.imdb.com/title/tt0114663/
Total Eclipse (1995);http://www.imdb.com/title/tt0114702/
To Wong Foo, Thanks for Everything! Julie Newmar (1995);http://www.imdb.com/title/tt0114682/
Under Siege 2: Dark Territory (1995);http://www.imdb.com/title/tt0114781/
Unstrung Heroes (1995);http://www.imdb.com/title/tt0114798/
Unzipped (1995);http://www.imdb.com/title/tt0114805/
Walk in the Clouds, A (1995);http://www.imdb.com/title/tt0114887/
Waterworld (1995);http://www.imdb.com/title/tt0114898/
White Man's Burden (1995);http://www.imdb.com/title/tt0114928/
Wild Bill (1995);http://www.imdb.com/title/tt0114938/
Browning Version, The (1994);http://www.imdb.com/title/tt15506000/
Bushwhacked (1995);http://www.imdb.com/title/tt0112602/
Before the Rain (Pred dozhdot) (1994);http://www.imdb.com/title/tt0110882/
Before Sunrise (1995);http://www.imdb.com/title/tt0112471/
Billy Madison (1995);http://www.imdb.com/title/tt0112508/
Babysitter, The (1995);http://www.imdb.com/title/tt0630190/
Boys on the Side (1995);http://www.imdb.com/title/tt0112571/
Cure, The (1995);http://www.imdb.com/title/tt0112757/
Castle Freak (1995);http://www.imdb.com/title/tt0112643/
Circle of Friends (1995);http://www.imdb.com/title/tt0112679/
Clerks (1994);http://www.imdb.com/title/tt0109445/
Don Juan DeMarco (1995);http://www.imdb.com/title/tt0112883/
Disclosure (1994);http://www.imdb.com/title/tt0109635/
Drop Zone (1994);http://www.imdb.com/title/tt0109676/
Destiny Turns on the Radio (1995);http://www.imdb.com/title/tt0112854/
Death and the Maiden (1994);http://www.imdb.com/title/tt0109579/
Dolores Claiborne (1995);http://www.imdb.com/title/tt0109642/
Dumb & Dumber (Dumb and Dumber) (1994);http://www.imdb.com/title/tt10713178/
Eat Drink Man Woman (Yin shi nan nu) (1994);http://www.imdb.com/title/tt0111797/
Exotica (1994);http://www.imdb.com/title/tt0109759/
Exit to Eden (1994);http://www.imdb.com/title/tt0109758/
Ed Wood (1994);http://www.imdb.com/title/tt0109707/
French Kiss (1995);http://www.imdb.com/title/tt0113117/
Forget Paris (1995);http://www.imdb.com/title/tt0113097/
Far From Home: The Adventures of Yellow Dog (1995);http://www.imdb.com/title/tt0113028/
Goofy Movie, A (1995);http://www.imdb.com/title/tt13398630/
Hideaway (1995);http://www.imdb.com/title/tt0113303/
Fluke (1995);http://www.imdb.com/title/tt0113089/
Farinelli: il castrato (1994);http://www.imdb.com/title/tt0109771/
Hoop Dreams (1994);http://www.imdb.com/title/tt0110057/
Heavenly Creatures (1994);http://www.imdb.com/title/tt0110005/
Houseguest (1994);http://www.imdb.com/title/tt0570070/
Immortal Beloved (1994);http://www.imdb.com/title/tt0110116/
Heavyweights (Heavy Weights) (1995);http://www.imdb.com/title/tt11455220/
Hunted, The (1995);http://www.imdb.com/title/tt0113360/
I.Q. (1994);http://www.imdb.com/title/tt0110099/
Interview with the Vampire: The Vampire Chronicles (1994);http://www.imdb.com/title/tt0110148/
Jefferson in Paris (1995);http://www.imdb.com/title/tt0113463/
Jerky Boys, The (1995);http://www.imdb.com/title/tt6145980/
Junior (1994);http://www.imdb.com/title/tt0110216/
Just Cause (1995);http://www.imdb.com/title/tt0113501/
Kid in King Arthur's Court, A (1995);http://www.imdb.com/title/tt0113538/
Kiss of Death (1995);http://www.imdb.com/title/tt0113552/
Star Wars: Episode IV - A New Hope (1977);http://www.imdb.com/title/tt0076759/
Little Women (1994);http://www.imdb.com/title/tt0110367/
Little Princess, A (1995);http://www.imdb.com/title/tt0113670/
Ladybird Ladybird (1994);http://www.imdb.com/title/tt0110296/
Like Water for Chocolate (Como agua para chocolate) (1992);http://www.imdb.com/title/tt0103994/
Legends of the Fall (1994);http://www.imdb.com/title/tt0110322/
Major Payne (1995);http://www.imdb.com/title/tt0110443/
My Crazy Life (Mi vida loca) (1993);http://www.imdb.com/title/tt0107566/
Love Affair (1994);http://www.imdb.com/title/tt0110391/
Losing Isaiah (1995);http://www.imdb.com/title/tt0113691/
Madness of King George, The (1994);http://www.imdb.com/title/tt0110428/
Mary Shelley's Frankenstein (Frankenstein) (1994);http://www.imdb.com/title/tt0109836/
Man of the House (1995);http://www.imdb.com/title/tt0113755/
Mixed Nuts (1994);http://www.imdb.com/title/tt0110538/
Milk Money (1994);http://www.imdb.com/title/tt0110516/
Miracle on 34th Street (1994);http://www.imdb.com/title/tt0110527/
Miami Rhapsody (1995);http://www.imdb.com/title/tt0113808/
My Family (1995);http://www.imdb.com/title/tt0113896/
Murder in the First (1995);http://www.imdb.com/title/tt0113870/
Nobody's Fool (1994);http://www.imdb.com/title/tt0110684/
Nell (1994);http://www.imdb.com/title/tt0110638/
New Jersey Drive (1995);http://www.imdb.com/title/tt0113967/
New York Cop (Nyû Yôku no koppu) (1993);http://www.imdb.com/title/tt0117169/
Beyond Bedlam (1993);http://www.imdb.com/title/tt0106402/
Nina Takes a Lover (1994);http://www.imdb.com/title/tt0110671/
Natural Born Killers (1994);http://www.imdb.com/title/tt0110632/
Only You (1994);http://www.imdb.com/title/tt0110737/
Once Were Warriors (1994);http://www.imdb.com/title/tt0110729/
Poison Ivy II (1996);http://www.imdb.com/title/tt0114151/
Outbreak (1995);http://www.imdb.com/title/tt0114069/
Perez Family, The (1995);http://www.imdb.com/title/tt1609903/
Pyromaniac's Love Story, A (1995);http://www.imdb.com/title/tt0114210/
Pulp Fiction (1994);http://www.imdb.com/title/tt0110912/
Priest (1994);http://www.imdb.com/title/tt0110889/
Quiz Show (1994);http://www.imdb.com/title/tt0110932/
Picture Bride (Bijo photo) (1994);http://www.imdb.com/title/tt0114129/
Queen Margot (Reine Margot, La) (1994);http://www.imdb.com/title/tt0110963/
Quick and the Dead, The (1995);http://www.imdb.com/title/tt7221904/
Roommates (1995);http://www.imdb.com/title/tt0114296/
Ready to Wear (Pret-A-Porter) (1994);http://www.imdb.com/title/tt0110907/
Three Colors: Red (Trois couleurs: Rouge) (1994);http://www.imdb.com/title/tt0111495/
Three Colors: Blue (Trois couleurs: Bleu) (1993);http://www.imdb.com/title/tt0108394/
Three Colors: White (Trzy kolory: Bialy) (1994);http://www.imdb.com/title/tt0111507/
Rent-a-Kid (1995);http://www.imdb.com/title/tt0114268/
Relative Fear (1994);http://www.imdb.com/title/tt0110965/
Stuart Saves His Family (1995);http://www.imdb.com/title/tt0114571/
Swan Princess, The (1994);http://www.imdb.com/title/tt0149215/
Secret of Roan Inish, The (1994);http://www.imdb.com/title/tt0111112/
Specialist, The (1994);http://www.imdb.com/title/tt0111255/
Stargate (1994);http://www.imdb.com/title/tt0111282/
Santa Clause, The (1994);http://www.imdb.com/title/tt0111070/
Shawshank Redemption, The (1994);http://www.imdb.com/title/tt0111161/
Shallow Grave (1994);http://www.imdb.com/title/tt0111149/
Suture (1993);http://www.imdb.com/title/tt0108260/
Strawberry and Chocolate (Fresa y chocolate) (1993);http://www.imdb.com/title/tt0106966/
Swimming with Sharks (1995);http://www.imdb.com/title/tt14013370/
Sum of Us, The (1994);http://www.imdb.com/title/tt0111309/
National Lampoon's Senior Trip (1995);http://www.imdb.com/title/tt0113936/
Tank Girl (1995);http://www.imdb.com/title/tt0114614/
Tales from the Crypt Presents: Demon Knight (1995);http://www.imdb.com/title/tt12545320/
Star Trek: Generations (1994);http://www.imdb.com/title/tt0111280/
Tales from the Hood (1995);http://www.imdb.com/title/tt0114609/
Tom & Viv (1994);http://www.imdb.com/title/tt0111454/
Village of the Damned (1995);http://www.imdb.com/title/tt0114852/
Tommy Boy (1995);http://www.imdb.com/title/tt0114694/
Vanya on 42nd Street (1994);http://www.imdb.com/title/tt0111590/
Underneath (1995);http://www.imdb.com/title/tt0114788/
Walking Dead, The (1995);http://www.imdb.com/title/tt7221066/
What's Eating Gilbert Grape (1993);http://www.imdb.com/title/tt0108550/
Virtuosity (1995);http://www.imdb.com/title/tt0114857/
While You Were Sleeping (1995);http://www.imdb.com/title/tt0114924/
War, The (1994);http://www.imdb.com/title/tt2096625/
Double Happiness (1994);http://www.imdb.com/title/tt0109655/
Muriel's Wedding (1994);http://www.imdb.com/title/tt0110598/
Baby-Sitters Club, The (1995);http://www.imdb.com/title/tt0112435/
Ace Ventura: Pet Detective (1994);http://www.imdb.com/title/tt0109040/
Adventures of Priscilla, Queen of the Desert, The (1994);http://www.imdb.com/title/tt0109045/
Bitter Moon (1992);http://www.imdb.com/title/tt0104779/
Bullets Over Broadway (1994);http://www.imdb.com/title/tt0109348/
Clear and Present Danger (1994);http://www.imdb.com/title/tt0109444/
Client, The (1994);http://www.imdb.com/title/tt0109446/
Corrina, Corrina (1994);http://www.imdb.com/title/tt0109484/
Crooklyn (1994);http://www.imdb.com/title/tt0109504/
Crow, The (1994);http://www.imdb.com/title/tt6819318/
Cobb (1994);http://www.imdb.com/title/tt0109450/
Flintstones, The (1994);http://www.imdb.com/title/tt7266162/
Forrest Gump (1994);http://www.imdb.com/title/tt0109830/
Four Weddings and a Funeral (1994);http://www.imdb.com/title/tt0109831/
Higher Learning (1995);http://www.imdb.com/title/tt0113305/
I Like It Like That (1994);http://www.imdb.com/title/tt0110091/
I Love Trouble (1994);http://www.imdb.com/title/tt0110093/
It Could Happen to You (1994);http://www.imdb.com/title/tt0110167/
Jungle Book, The (1994);http://www.imdb.com/title/tt11908836/
Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993);http://www.imdb.com/title/tt0107472/
Lion King, The (1994);http://www.imdb.com/title/tt13185962/
Little Buddha (1993);http://www.imdb.com/title/tt0107426/
Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994);http://www.imdb.com/title/tt0111686/
Mask, The (1994);http://www.imdb.com/title/tt0110912/
Maverick (1994);http://www.imdb.com/title/tt0110478/
Mrs. Parker and the Vicious Circle (1994);http://www.imdb.com/title/tt0110588/
Naked Gun 33 1/3: The Final Insult (1994);http://www.imdb.com/title/tt0110622/
Paper, The (1994);http://www.imdb.com/title/tt0110771/
Reality Bites (1994);http://www.imdb.com/title/tt0110950/
Red Rock West (1992);http://www.imdb.com/title/tt0105226/
Richie Rich (1994);http://www.imdb.com/title/tt0110989/
River Wild, The (1994);http://www.imdb.com/title/tt0110997/
Speed (1994);http://www.imdb.com/title/tt0111257/
Speechless (1994);http://www.imdb.com/title/tt0111256/
Timecop (1994);http://www.imdb.com/title/tt0111438/
True Lies (1994);http://www.imdb.com/title/tt0111503/
When a Man Loves a Woman (1994);http://www.imdb.com/title/tt0111693/
Wolf (1994);http://www.imdb.com/title/tt0111742/
Wyatt Earp (1994);http://www.imdb.com/title/tt0111756/
Bad Company (1995);http://www.imdb.com/title/tt0112443/
Man of No Importance, A (1994);http://www.imdb.com/title/tt0110455/
S.F.W. (1994);http://www.imdb.com/title/tt0111048/
Low Down Dirty Shame, A (1994);http://www.imdb.com/title/tt0110399/
Boys Life (1995);http://www.imdb.com/title/tt0164317/
Colonel Chabert, Le (1994);http://www.imdb.com/title/tt0109454/
Faster Pussycat! Kill! Kill! (1965);http://www.imdb.com/title/tt12362770/
Jason's Lyric (1994);http://www.imdb.com/title/tt0110186/
Street Fighter (1994);http://www.imdb.com/title/tt0111301/
Federal Hill (1994);http://www.imdb.com/title/tt0109785/
In the Mouth of Madness (1995);http://www.imdb.com/title/tt14790968/
8 Seconds (1994);http://www.imdb.com/title/tt0109021/
Above the Rim (1994);http://www.imdb.com/title/tt0109035/
Addams Family Values (1993);http://www.imdb.com/title/tt0106220/
Age of Innocence, The (1993);http://www.imdb.com/title/tt0402289/
Airheads (1994);http://www.imdb.com/title/tt0109068/
Air Up There, The (1994);http://www.imdb.com/title/tt0109067/
Another Stakeout (1993);http://www.imdb.com/title/tt0106292/
Bad Girls (1994);http://www.imdb.com/title/tt0109198/
Barcelona (1994);http://www.imdb.com/title/tt0109219/
Being Human (1993);http://www.imdb.com/title/tt2125042/
Beverly Hillbillies, The (1993);http://www.imdb.com/title/tt0055662/
Beverly Hills Cop III (1994);http://www.imdb.com/title/tt0109254/
Black Beauty (1994);http://www.imdb.com/title/tt0109279/
Blink (1994);http://www.imdb.com/title/tt6130672/
Blown Away (1994);http://www.imdb.com/title/tt0109303/
Blue Chips (1994);http://www.imdb.com/title/tt0109305/
Blue Sky (1994);http://www.imdb.com/title/tt0109306/
Body Snatchers (1993);http://www.imdb.com/title/tt0106452/
Boxing Helena (1993);http://www.imdb.com/title/tt0106471/
Bronx Tale, A (1993);http://www.imdb.com/title/tt0106489/
Cabin Boy (1994);http://www.imdb.com/title/tt0109361/
Calendar Girl (1993);http://www.imdb.com/title/tt0106505/
Carlito's Way (1993);http://www.imdb.com/title/tt0106519/
City Slickers II: The Legend of Curly's Gold (1994);http://www.imdb.com/title/tt0109439/
Clean Slate (1994);http://www.imdb.com/title/tt0109443/
Cliffhanger (1993);http://www.imdb.com/title/tt0106582/
Coneheads (1993);http://www.imdb.com/title/tt0106598/
Color of Night (1994);http://www.imdb.com/title/tt0109456/
Cops and Robbersons (1994);http://www.imdb.com/title/tt0109480/
Cowboy Way, The (1994);http://www.imdb.com/title/tt0109493/
Dave (1993);http://www.imdb.com/title/tt0106673/
Dazed and Confused (1993);http://www.imdb.com/title/tt0106677/
Demolition Man (1993);http://www.imdb.com/title/tt0106697/
Even Cowgirls Get the Blues (1993);http://www.imdb.com/title/tt0106834/
Fatal Instinct (1993);http://www.imdb.com/title/tt0106873/
Farewell My Concubine (Ba wang bie ji) (1993);http://www.imdb.com/title/tt0106332/
Fearless (1993);http://www.imdb.com/title/tt0106881/
Fear of a Black Hat (1994);http://www.imdb.com/title/tt0106880/
With Honors (1994);http://www.imdb.com/title/tt0111732/
Flesh and Bone (1993);http://www.imdb.com/title/tt0106926/
Widows' Peak (1994);http://www.imdb.com/title/tt0111712/
For Love or Money (1993);http://www.imdb.com/title/tt0106941/
Firm, The (1993);http://www.imdb.com/title/tt0106918/
Free Willy (1993);http://www.imdb.com/title/tt0106965/
Fresh (1994);http://www.imdb.com/title/tt0109842/
Fugitive, The (1993);http://www.imdb.com/title/tt15087466/
Geronimo: An American Legend (1993);http://www.imdb.com/title/tt0107004/
Getaway, The (1994);http://www.imdb.com/title/tt0109890/
Getting Even with Dad (1994);http://www.imdb.com/title/tt0109891/
Go Fish (1994);http://www.imdb.com/title/tt0109913/
Hard Target (1993);http://www.imdb.com/title/tt0107076/
Hot Shots! Part Deux (1993);http://www.imdb.com/title/tt0107144/
Live Nude Girls (1995);http://www.imdb.com/title/tt0113674/
Englishman Who Went Up a Hill But Came Down a Mountain, The (1995);http://www.imdb.com/title/tt0112966/
House of the Spirits, The (1993);http://www.imdb.com/title/tt0107151/
House Party 3 (1994);http://www.imdb.com/title/tt0110064/
Hudsucker Proxy, The (1994);http://www.imdb.com/title/tt0476515/
I'll Do Anything (1994);http://www.imdb.com/title/tt0110097/
In the Army Now (1994);http://www.imdb.com/title/tt0110123/
In the Line of Fire (1993);http://www.imdb.com/title/tt0107206/
In the Name of the Father (1993);http://www.imdb.com/title/tt0107207/
Inkwell, The (1994);http://www.imdb.com/title/tt0110137/
What's Love Got to Do with It? (1993);http://www.imdb.com/title/tt0711413/
Jimmy Hollywood (1994);http://www.imdb.com/title/tt0110197/
Judgment Night (1993);http://www.imdb.com/title/tt0107286/
Jurassic Park (1993);http://www.imdb.com/title/tt0107290/
Kalifornia (1993);http://www.imdb.com/title/tt0107302/
Killing Zoe (1994);http://www.imdb.com/title/tt6140916/
Lassie (1994);http://www.imdb.com/title/tt0110305/
Last Action Hero (1993);http://www.imdb.com/title/tt0107362/
Life with Mikey (1993);http://www.imdb.com/title/tt0107413/
Lightning Jack (1994);http://www.imdb.com/title/tt0110353/
M. Butterfly (1993);http://www.imdb.com/title/tt0107468/
Made in America (1993);http://www.imdb.com/title/tt0107478/
Malice (1993);http://www.imdb.com/title/tt0107497/
Man Without a Face, The (1993);http://www.imdb.com/title/tt0107501/
Manhattan Murder Mystery (1993);http://www.imdb.com/title/tt0107507/
Menace II Society (1993);http://www.imdb.com/title/tt0107554/
Executive Decision (1996);http://www.imdb.com/title/tt0116253/
In the Realm of the Senses (Ai no corrida) (1976);http://www.imdb.com/title/tt0074102/
What Happened Was... (1994);http://www.imdb.com/title/tt0111689/
Much Ado About Nothing (1993);http://www.imdb.com/title/tt0107616/
Mr. Wonderful (1993);http://www.imdb.com/title/tt0107613/
Mrs. Doubtfire (1993);http://www.imdb.com/title/tt0107614/
Naked (1993);http://www.imdb.com/title/tt0107653/
Next Karate Kid, The (1994);http://www.imdb.com/title/tt13981222/
No Escape (1994);http://www.imdb.com/title/tt0110678/
North (1994);http://www.imdb.com/title/tt0110687/
Orlando (1992);http://www.imdb.com/title/tt0107756/
Perfect World, A (1993);http://www.imdb.com/title/tt14596472/
Philadelphia (1993);http://www.imdb.com/title/tt0107818/
Piano, The (1993);http://www.imdb.com/title/tt0107822/
Poetic Justice (1993);http://www.imdb.com/title/tt0107840/
Program, The (1993);http://www.imdb.com/title/tt0107889/
Puppet Masters, The (1994);http://www.imdb.com/title/tt10886304/
Radioland Murders (1994);http://www.imdb.com/title/tt0110939/
Ref, The (1994);http://www.imdb.com/title/tt0110955/
Remains of the Day, The (1993);http://www.imdb.com/title/tt0452387/
Renaissance Man (1994);http://www.imdb.com/title/tt0110971/
Rising Sun (1993);http://www.imdb.com/title/tt0107969/
Road to Wellville, The (1994);http://www.imdb.com/title/tt6144064/
RoboCop 3 (1993);http://www.imdb.com/title/tt0107978/
Robin Hood: Men in Tights (1993);http://www.imdb.com/title/tt0107977/
Romeo Is Bleeding (1993);http://www.imdb.com/title/tt0107983/
Romper Stomper (1992);http://www.imdb.com/title/tt0105275/
